Frequency (GHz),Phase (deg)
2.483,-84.18927001953125,-84.08450317382812,-84.2513656616211,-84.13877868652344,-84.24186706542969,-84.1738510131836,-84.25454711914062,-84.1201171875,-84.063232421875,-84.23303985595703,-84.2416763305664,-84.14956665039062,-84.20307922363281,-84.24578857421875,-84.28441619873047,-84.1410140991211
2.48315,-84.41365814208984,-84.51227569580078,-84.38738250732422,-84.4085693359375,-84.44561004638672,-84.30503845214844,-84.28839874267578,-84.45252227783203,-84.40190124511719,-84.45848846435547,-84.47120666503906,-84.38043975830078,-84.44239807128906,-84.37029266357422,-84.53387451171875,-84.40797424316406
2.4833,-84.6766357421875,-84.73933410644531,-84.76925659179688,-84.590087890625,-84.68373107910156,-84.82403564453125,-84.69408416748047,-84.7142105102539,-84.65827178955078,-84.67693328857422,-84.71800231933594,-84.83551025390625,-84.77946472167969,-84.65422058105469,-84.62452697753906,-84.67205810546875
2.48345,-85.10342407226562,-85.0782699584961,-85.01992797851562,-84.99417114257812,-85.04784393310547,-84.9905776977539,-85.02980041503906,-85.00328826904297,-85.09300994873047,-85.07177734375,-85.0643539428711,-85.0255126953125,-85.00581359863281,-85.019775390625,-85.04903411865234,-85.13700866699219
2.4836,-85.27983093261719,-85.20340728759766,-85.36121368408203,-85.25424194335938,-85.16211700439453,-85.28441619873047,-85.29915618896484,-85.17115020751953,-85.25593566894531,-85.27070617675781,-85.23780822753906,-85.3126220703125,-85.35829162597656,-85.32718658447266,-85.34583282470703,-85.19379425048828
2.48375,-85.43217468261719,-85.4307632446289,-85.5576171875,-85.40547180175781,-85.48011016845703,-85.40099334716797,-85.4777603149414,-85.5065689086914,-85.43394470214844,-85.59688568115234,-85.49710845947266,-85.3821792602539,-85.44429016113281,-85.59716033935547,-85.68512725830078,-85.58854675292969
2.4839,-86.03105163574219,-85.88302612304688,-85.93099212646484,-85.85284423828125,-85.8583755493164,-85.85234069824219,-85.94738006591797,-85.87248992919922,-85.84971618652344,-85.92213439941406,-85.92676544189453,-85.72811889648438,-85.81865692138672,-85.8916244506836,-85.90418243408203,-85.89088439941406
2.48405,-86.15727233886719,-86.16877746582031,-86.02167510986328,-86.1884994506836,-86.08319091796875,-86.07842254638672,-86.08125305175781,-86.02983856201172,-86.16024017333984,-86.0714111328125,-86.19852447509766,-86.06720733642578,-86.09164428710938,-86.13996124267578,-86.08003997802734,-86.07303619384766
2.4842,-86.47357177734375,-86.51002502441406,-86.42890167236328,-86.36279296875,-86.31475830078125,-86.4106674194336,-86.32785034179688,-86.33541870117188,-86.28527069091797,-86.30669403076172,-86.24569702148438,-86.25187683105469,-86.38201141357422,-86.35266876220703,-86.42822265625,-86.48066711425781
2.48435,-86.77957153320312,-86.72260284423828,-86.89175415039062,-86.77460479736328,-86.82312774658203,-86.74256896972656,-86.76082611083984,-86.86079406738281,-86.78074645996094,-86.75785064697266,-86.75772094726562,-86.78142547607422,-86.80137634277344,-86.73204803466797,-86.91356658935547,-86.7803955078125
2.4845,-87.15599060058594,-87.17698669433594,-87.10916900634766,-87.16301727294922,-87.06085968017578,-87.0556640625,-87.21268463134766,-87.14875030517578,-87.15654754638672,-87.14519500732422,-87.16520690917969,-87.11164855957031,-87.19300079345703,-87.14542388916016,-87.2141342163086,-87.16614532470703
2.48465,-87.54212188720703,-87.4824447631836,-87.36929321289062,-87.38764953613281,-87.51081848144531,-87.5200424194336,-87.4945297241211,-87.52383422851562,-87.66593170166016,-87.60470581054688,-87.5490951538086,-87.47400665283203,-87.6046142578125,-87.57295989990234,-87.51128387451172,-87.57527160644531
2.4848,-87.8861312866211,-87.75513458251953,-87.79367065429688,-87.89481353759766,-87.81644439697266,-87.858154296875,-87.74547576904297,-87.8067855834961,-87.75946807861328,-87.8570785522461,-87.8343276977539,-87.92510223388672,-87.85562133789062,-87.94670867919922,-87.79444885253906,-87.7884292602539
2.48495,-88.10273742675781,-88.14450073242188,-88.27680969238281,-88.31937408447266,-88.16989135742188,-88.11931610107422,-88.24102783203125,-88.12377166748047,-88.19044494628906,-88.11715698242188,-88.05155181884766,-88.23007202148438,-88.1749038696289,-88.26378631591797,-88.05818176269531,-88.1607666015625
2.4851,-88.60432434082031,-88.60496520996094,-88.47178649902344,-88.64801788330078,-88.67542266845703,-88.57482147216797,-88.68016815185547,-88.60091400146484,-88.52973175048828,-88.55223846435547,-88.58200073242188,-88.55057525634766,-88.58057403564453,-88.5813217163086,-88.6170425415039,-88.47522735595703
2.48525,-88.94124603271484,-88.93431091308594,-88.98906707763672,-89.10179901123047,-88.9853515625,-88.88145446777344,-88.95108032226562,-88.80923461914062,-88.86734771728516,-88.92412567138672,-88.8321533203125,-88.897705078125,-88.98603820800781,-88.9403305053711,-88.86702728271484,-88.97419738769531
2.4854,-89.40717315673828,-89.37599182128906,-89.4290771484375,-89.44534301757812,-89.51139831542969,-89.37937927246094,-89.42827606201172,-89.43262481689453,-89.3251724243164,-89.36674499511719,-89.33626556396484,-89.53053283691406,-89.26974487304688,-89.26774597167969,-89.43927001953125,-89.46508026123047
2.48555,-89.82109832763672,-89.84229278564453,-89.7608871459961,-89.91163635253906,-89.79889678955078,-89.78671264648438,-89.69768524169922,-89.80268096923828,-89.80541229248047,-89.70915222167969,-89.83352661132812,-89.85405731201172,-89.76278686523438,-89.76085662841797,-89.83696746826172,-89.83423614501953
2.4857,-90.34060668945312,-90.2369613647461,-90.17384338378906,-90.19085693359375,-90.34419250488281,-90.2447738647461,-90.21770477294922,-90.25299835205078,-90.43959045410156,-90.2821273803711,-90.36582946777344,-90.32315826416016,-90.32539367675781,-90.256103515625,-90.29141998291016,-90.17267608642578
2.48585,-90.69920349121094,-90.60292053222656,-90.64566802978516,-90.6996078491211,-90.58513641357422,-90.6138687133789,-90.60697937011719,-90.6265640258789,-90.69744110107422,-90.65660858154297,-90.60307312011719,-90.591552734375,-90.59066009521484,-90.68212890625,-90.55829620361328,-90.64308166503906
2.486,-91.07660675048828,-91.14320373535156,-91.02288055419922,-91.11759948730469,-91.12683868408203,-91.19276428222656,-91.08154296875,-91.028564453125,-91.12360382080078,-91.08016967773438,-91.1064682006836,-91.15267181396484,-91.20387268066406,-90.9942398071289,-91.13584899902344,-91.07662963867188
